"","type"
"74062","EXPRESSES_AeG"
"74063","PARTICIPATES_GpPW"
"74064","PARTICIPATES_GpBP"
"74065","EXPRESSES_AeG"
"74066","PARTICIPATES_GpPW"
"74067","PARTICIPATES_GpBP"
"74068","EXPRESSES_AeG"
"74069","PARTICIPATES_GpPW"
"74070","PARTICIPATES_GpBP"
"74071","EXPRESSES_AeG"
"74072","PARTICIPATES_GpBP"
"74073","EXPRESSES_AeG"
"74074","EXPRESSES_AeG"
"74075","EXPRESSES_AeG"
"74076","PARTICIPATES_GpPW"
"74077","PARTICIPATES_GpBP"
"74078","EXPRESSES_AeG"
"74079","EXPRESSES_AeG"
"74080","EXPRESSES_AeG"
"74081","PARTICIPATES_GpBP"
"74082","EXPRESSES_AeG"
"74083","EXPRESSES_AeG"
"74084","PARTICIPATES_GpPW"
"74085","PARTICIPATES_GpBP"
"74086","EXPRESSES_AeG"
"74087","PARTICIPATES_GpBP"
"74088","EXPRESSES_AeG"
"74089","PARTICIPATES_GpBP"
"74090","EXPRESSES_AeG"
"74091","EXPRESSES_AeG"
"74092","EXPRESSES_AeG"
"74093","PARTICIPATES_GpBP"
"74094","EXPRESSES_AeG"
"74095","PARTICIPATES_GpPW"
"74096","PARTICIPATES_GpBP"
"74097","EXPRESSES_AeG"
"74098","PARTICIPATES_GpBP"
"74099","EXPRESSES_AeG"
"74100","EXPRESSES_AeG"
"74101","PARTICIPATES_GpPW"
"74102","PARTICIPATES_GpBP"
"74103","EXPRESSES_AeG"
"74104","PARTICIPATES_GpBP"
"74105","EXPRESSES_AeG"
"74106","EXPRESSES_AeG"
"74107","PARTICIPATES_GpPW"
"74108","PARTICIPATES_GpBP"
"74109","EXPRESSES_AeG"
"74110","PARTICIPATES_GpPW"
"74111","PARTICIPATES_GpBP"
"74112","EXPRESSES_AeG"
"74113","EXPRESSES_AeG"
"74114","PARTICIPATES_GpBP"
"74115","EXPRESSES_AeG"
"74116","PARTICIPATES_GpBP"
"74117","EXPRESSES_AeG"
"74118","PARTICIPATES_GpBP"
"74119","EXPRESSES_AeG"
"74120","PARTICIPATES_GpPW"
"74121","PARTICIPATES_GpBP"
"74122","EXPRESSES_AeG"
"74123","EXPRESSES_AeG"
"74124","PARTICIPATES_GpPW"
"74125","PARTICIPATES_GpBP"
"74126","EXPRESSES_AeG"
"74127","PARTICIPATES_GpBP"
"74128","EXPRESSES_AeG"
"74129","EXPRESSES_AeG"
"74130","PARTICIPATES_GpPW"
"74131","PARTICIPATES_GpBP"
"74132","EXPRESSES_AeG"
"74133","PARTICIPATES_GpBP"
"74134","EXPRESSES_AeG"
"74135","PARTICIPATES_GpPW"
"74136","PARTICIPATES_GpBP"
"74137","EXPRESSES_AeG"
"74138","PARTICIPATES_GpPW"
"74139","PARTICIPATES_GpBP"
"74140","EXPRESSES_AeG"
"74141","PARTICIPATES_GpPW"
"74142","EXPRESSES_AeG"
"74143","PARTICIPATES_GpPW"
"74144","PARTICIPATES_GpBP"
"74145","EXPRESSES_AeG"
"74146","EXPRESSES_AeG"
"74147","PARTICIPATES_GpPW"
"74148","PARTICIPATES_GpBP"
"74149","EXPRESSES_AeG"
"74150","PARTICIPATES_GpPW"
"74151","PARTICIPATES_GpBP"
"74152","EXPRESSES_AeG"
"74153","PARTICIPATES_GpBP"
"74154","EXPRESSES_AeG"
"74155","PARTICIPATES_GpPW"
"74156","PARTICIPATES_GpBP"
"74157","EXPRESSES_AeG"
"74158","PARTICIPATES_GpPW"
"74159","PARTICIPATES_GpBP"
"74160","EXPRESSES_AeG"
"74161","PARTICIPATES_GpBP"
"74162","EXPRESSES_AeG"
"74163","PARTICIPATES_GpPW"
"74164","PARTICIPATES_GpBP"
"74165","EXPRESSES_AeG"
"74166","PARTICIPATES_GpBP"
"74167","EXPRESSES_AeG"
"74168","EXPRESSES_AeG"
"74169","EXPRESSES_AeG"
"74170","PARTICIPATES_GpBP"
"74171","EXPRESSES_AeG"
"74172","PARTICIPATES_GpBP"
"74173","EXPRESSES_AeG"
"74174","PARTICIPATES_GpBP"
"74175","EXPRESSES_AeG"
"74176","PARTICIPATES_GpPW"
"74177","PARTICIPATES_GpBP"
"74178","EXPRESSES_AeG"
"74179","PARTICIPATES_GpPW"
"74180","PARTICIPATES_GpBP"
"74181","EXPRESSES_AeG"
"74182","PARTICIPATES_GpPW"
"74183","PARTICIPATES_GpBP"
"74184","EXPRESSES_AeG"
"74185","PARTICIPATES_GpPW"
"74186","PARTICIPATES_GpBP"
"74187","EXPRESSES_AeG"
"74188","PARTICIPATES_GpBP"
"74189","EXPRESSES_AeG"
"74190","PARTICIPATES_GpBP"
"74191","EXPRESSES_AeG"
"74192","EXPRESSES_AeG"
"74193","PARTICIPATES_GpPW"
"74194","PARTICIPATES_GpBP"
"74195","EXPRESSES_AeG"
"74196","EXPRESSES_AeG"
"74197","PARTICIPATES_GpPW"
"74198","PARTICIPATES_GpBP"
"74199","EXPRESSES_AeG"
"74200","PARTICIPATES_GpBP"
"74201","EXPRESSES_AeG"
"74202","PARTICIPATES_GpPW"
"74203","PARTICIPATES_GpBP"
"74204","EXPRESSES_AeG"
"74205","PARTICIPATES_GpBP"
"74206","EXPRESSES_AeG"
"74207","PARTICIPATES_GpPW"
"74208","PARTICIPATES_GpBP"
"74209","EXPRESSES_AeG"
"74210","EXPRESSES_AeG"
"74211","PARTICIPATES_GpPW"
"74212","PARTICIPATES_GpBP"
"74213","EXPRESSES_AeG"
"74214","PARTICIPATES_GpBP"
"74215","EXPRESSES_AeG"
"74216","PARTICIPATES_GpPW"
"74217","PARTICIPATES_GpBP"
"74218","EXPRESSES_AeG"
"74219","PARTICIPATES_GpBP"
"74220","EXPRESSES_AeG"
"74221","PARTICIPATES_GpBP"
"74222","EXPRESSES_AeG"
"74223","PARTICIPATES_GpPW"
"74224","PARTICIPATES_GpBP"
"74225","EXPRESSES_AeG"
"74226","PARTICIPATES_GpPW"
"74227","PARTICIPATES_GpBP"
"74228","EXPRESSES_AeG"
"74229","PARTICIPATES_GpPW"
"74230","PARTICIPATES_GpBP"
"74231","EXPRESSES_AeG"
"74232","PARTICIPATES_GpPW"
"74233","PARTICIPATES_GpBP"
"74234","EXPRESSES_AeG"
"74235","EXPRESSES_AeG"
"74236","PARTICIPATES_GpPW"
"74237","PARTICIPATES_GpBP"
"74238","EXPRESSES_AeG"
"74239","PARTICIPATES_GpBP"
"74240","EXPRESSES_AeG"
"74241","PARTICIPATES_GpBP"
"74242","EXPRESSES_AeG"
"74243","EXPRESSES_AeG"
"74244","EXPRESSES_AeG"
"74245","EXPRESSES_AeG"
"74246","PARTICIPATES_GpPW"
"74247","PARTICIPATES_GpBP"
"74248","EXPRESSES_AeG"
"74249","PARTICIPATES_GpBP"
"74250","EXPRESSES_AeG"
"74251","PARTICIPATES_GpPW"
"74252","PARTICIPATES_GpBP"
"74253","EXPRESSES_AeG"
"74254","PARTICIPATES_GpPW"
"74255","PARTICIPATES_GpBP"
"74256","EXPRESSES_AeG"
"74257","PARTICIPATES_GpPW"
"74258","EXPRESSES_AeG"
"74259","PARTICIPATES_GpPW"
"74260","PARTICIPATES_GpBP"
"74261","EXPRESSES_AeG"
"74262","PARTICIPATES_GpBP"
"74263","EXPRESSES_AeG"
"74264","PARTICIPATES_GpBP"
"74265","EXPRESSES_AeG"
"74266","EXPRESSES_AeG"
"74267","PARTICIPATES_GpBP"
"74268","EXPRESSES_AeG"
"74269","PARTICIPATES_GpPW"
"74270","PARTICIPATES_GpBP"
"74271","EXPRESSES_AeG"
"74272","PARTICIPATES_GpBP"
"74273","EXPRESSES_AeG"
"74274","PARTICIPATES_GpBP"
"74275","EXPRESSES_AeG"
"74276","EXPRESSES_AeG"
"74277","PARTICIPATES_GpPW"
"74278","PARTICIPATES_GpBP"
"74279","EXPRESSES_AeG"
"74280","PARTICIPATES_GpBP"
"74281","EXPRESSES_AeG"
"74282","PARTICIPATES_GpPW"
"74283","PARTICIPATES_GpBP"
"74284","EXPRESSES_AeG"
"74285","PARTICIPATES_GpBP"
"74286","EXPRESSES_AeG"
"74287","PARTICIPATES_GpPW"
"74288","PARTICIPATES_GpBP"
"74289","EXPRESSES_AeG"
"74290","EXPRESSES_AeG"
"74291","PARTICIPATES_GpPW"
"74292","PARTICIPATES_GpBP"
"74293","EXPRESSES_AeG"
"74294","EXPRESSES_AeG"
"74295","PARTICIPATES_GpBP"
"74296","EXPRESSES_AeG"
"74297","PARTICIPATES_GpPW"
"74298","PARTICIPATES_GpBP"
"74299","EXPRESSES_AeG"
"74300","PARTICIPATES_GpBP"
"74301","EXPRESSES_AeG"
"74302","PARTICIPATES_GpPW"
"74303","PARTICIPATES_GpBP"
"74304","EXPRESSES_AeG"
"74305","PARTICIPATES_GpBP"
"74306","EXPRESSES_AeG"
"74307","PARTICIPATES_GpPW"
"74308","PARTICIPATES_GpBP"
"74309","EXPRESSES_AeG"
"74310","PARTICIPATES_GpPW"
"74311","PARTICIPATES_GpBP"
"74312","EXPRESSES_AeG"
"74313","EXPRESSES_AeG"
"74314","PARTICIPATES_GpBP"
"74315","EXPRESSES_AeG"
"74316","PARTICIPATES_GpPW"
"74317","PARTICIPATES_GpBP"
"74318","EXPRESSES_AeG"
"74319","EXPRESSES_AeG"
"74320","EXPRESSES_AeG"
"74321","PARTICIPATES_GpPW"
"74322","PARTICIPATES_GpBP"
"74323","EXPRESSES_AeG"
"74324","PARTICIPATES_GpPW"
"74325","PARTICIPATES_GpBP"
"74326","EXPRESSES_AeG"
"74327","PARTICIPATES_GpBP"
"74328","EXPRESSES_AeG"
"74329","PARTICIPATES_GpPW"
"74330","PARTICIPATES_GpBP"
"74331","EXPRESSES_AeG"
"74332","EXPRESSES_AeG"
"74333","EXPRESSES_AeG"
"74334","PARTICIPATES_GpPW"
"74335","PARTICIPATES_GpBP"
"74336","EXPRESSES_AeG"
"74337","PARTICIPATES_GpPW"
"74338","PARTICIPATES_GpBP"
"74339","EXPRESSES_AeG"
"74340","PARTICIPATES_GpBP"
"74341","EXPRESSES_AeG"
"74342","PARTICIPATES_GpPW"
"74343","PARTICIPATES_GpBP"
"74344","EXPRESSES_AeG"
"74345","PARTICIPATES_GpPW"
"74346","PARTICIPATES_GpBP"
"74347","EXPRESSES_AeG"
"74348","PARTICIPATES_GpPW"
"74349","PARTICIPATES_GpBP"
"74350","EXPRESSES_AeG"
"74351","PARTICIPATES_GpBP"
"74352","EXPRESSES_AeG"
"74353","PARTICIPATES_GpBP"
"74354","EXPRESSES_AeG"
"74355","EXPRESSES_AeG"
"74356","PARTICIPATES_GpPW"
"74357","PARTICIPATES_GpBP"
"74358","EXPRESSES_AeG"
"74359","PARTICIPATES_GpBP"
"74360","EXPRESSES_AeG"
"74361","EXPRESSES_AeG"
"74362","PARTICIPATES_GpPW"
"74363","PARTICIPATES_GpBP"
"74364","EXPRESSES_AeG"
"74365","PARTICIPATES_GpPW"
"74366","PARTICIPATES_GpBP"
"74367","EXPRESSES_AeG"
"74368","PARTICIPATES_GpPW"
"74369","PARTICIPATES_GpBP"
"74370","EXPRESSES_AeG"
"74371","PARTICIPATES_GpBP"
"74372","EXPRESSES_AeG"
"74373","EXPRESSES_AeG"
"74374","PARTICIPATES_GpPW"
"74375","PARTICIPATES_GpBP"
"74376","EXPRESSES_AeG"
"74377","PARTICIPATES_GpPW"
"74378","PARTICIPATES_GpBP"
"74379","EXPRESSES_AeG"
"74380","PARTICIPATES_GpPW"
"74381","PARTICIPATES_GpBP"
"74382","EXPRESSES_AeG"
"74383","EXPRESSES_AeG"
"74384","EXPRESSES_AeG"
"74385","PARTICIPATES_GpBP"
"74386","EXPRESSES_AeG"
"74387","EXPRESSES_AeG"
"74388","PARTICIPATES_GpPW"
"74389","PARTICIPATES_GpBP"
"74390","EXPRESSES_AeG"
"74391","EXPRESSES_AeG"
"74392","EXPRESSES_AeG"
"74393","PARTICIPATES_GpBP"
"74394","EXPRESSES_AeG"
"74395","PARTICIPATES_GpBP"
"74396","EXPRESSES_AeG"
"74397","PARTICIPATES_GpBP"
"74398","EXPRESSES_AeG"
"74399","PARTICIPATES_GpBP"
"74400","EXPRESSES_AeG"
"74401","PARTICIPATES_GpBP"
"74402","EXPRESSES_AeG"
"74403","PARTICIPATES_GpPW"
"74404","PARTICIPATES_GpBP"
"74405","EXPRESSES_AeG"
"74406","PARTICIPATES_GpBP"
"74407","EXPRESSES_AeG"
"74408","PARTICIPATES_GpBP"
"74409","EXPRESSES_AeG"
"74410","EXPRESSES_AeG"
"74411","PARTICIPATES_GpPW"
"74412","PARTICIPATES_GpBP"
"74413","EXPRESSES_AeG"
"74414","PARTICIPATES_GpBP"
"74415","EXPRESSES_AeG"
"74416","EXPRESSES_AeG"
"74417","PARTICIPATES_GpBP"
"74418","EXPRESSES_AeG"
"74419","PARTICIPATES_GpBP"
"74420","EXPRESSES_AeG"
"74421","EXPRESSES_AeG"
"74422","PARTICIPATES_GpBP"
"74423","EXPRESSES_AeG"
"74424","PARTICIPATES_GpPW"
"74425","EXPRESSES_AeG"
"74426","PARTICIPATES_GpPW"
"74427","PARTICIPATES_GpBP"
"74428","EXPRESSES_AeG"
"74429","EXPRESSES_AeG"
"74430","PARTICIPATES_GpPW"
"74431","PARTICIPATES_GpBP"
"74432","EXPRESSES_AeG"
"74433","PARTICIPATES_GpPW"
"74434","PARTICIPATES_GpBP"
"74435","EXPRESSES_AeG"
"74436","PARTICIPATES_GpPW"
"74437","PARTICIPATES_GpBP"
"74438","EXPRESSES_AeG"
"74439","PARTICIPATES_GpPW"
"74440","PARTICIPATES_GpBP"
"74441","EXPRESSES_AeG"
"74442","PARTICIPATES_GpBP"
"74443","EXPRESSES_AeG"
"74444","PARTICIPATES_GpPW"
"74445","PARTICIPATES_GpBP"
"74446","EXPRESSES_AeG"
"74447","PARTICIPATES_GpPW"
"74448","PARTICIPATES_GpBP"
"74449","EXPRESSES_AeG"
"74450","PARTICIPATES_GpPW"
"74451","PARTICIPATES_GpBP"
"74452","EXPRESSES_AeG"
"74453","PARTICIPATES_GpPW"
"74454","PARTICIPATES_GpBP"
"74455","EXPRESSES_AeG"
"74456","PARTICIPATES_GpBP"
"74457","EXPRESSES_AeG"
"74458","PARTICIPATES_GpPW"
"74459","PARTICIPATES_GpBP"
"74460","EXPRESSES_AeG"
"74461","PARTICIPATES_GpBP"
"74462","EXPRESSES_AeG"
"74463","EXPRESSES_AeG"
"74464","PARTICIPATES_GpPW"
"74465","PARTICIPATES_GpBP"
"74466","EXPRESSES_AeG"
"74467","PARTICIPATES_GpBP"
"74468","EXPRESSES_AeG"
"74469","PARTICIPATES_GpPW"
"74470","PARTICIPATES_GpBP"
"74471","EXPRESSES_AeG"
"74472","EXPRESSES_AeG"
"74473","PARTICIPATES_GpPW"
"74474","PARTICIPATES_GpBP"
"74475","EXPRESSES_AeG"
"74476","PARTICIPATES_GpPW"
"74477","PARTICIPATES_GpBP"
"74478","EXPRESSES_AeG"
"74479","PARTICIPATES_GpBP"
"74480","EXPRESSES_AeG"
"74481","PARTICIPATES_GpPW"
"74482","PARTICIPATES_GpBP"
"74483","EXPRESSES_AeG"
"74484","PARTICIPATES_GpBP"
"74485","EXPRESSES_AeG"
"74486","PARTICIPATES_GpBP"
"74487","EXPRESSES_AeG"
"74488","EXPRESSES_AeG"
"74489","PARTICIPATES_GpPW"
"74490","PARTICIPATES_GpBP"
"74491","EXPRESSES_AeG"
"74492","EXPRESSES_AeG"
"74493","PARTICIPATES_GpBP"
"74494","EXPRESSES_AeG"
"74495","PARTICIPATES_GpBP"
"74496","EXPRESSES_AeG"
"74497","PARTICIPATES_GpPW"
"74498","PARTICIPATES_GpBP"
"74499","EXPRESSES_AeG"
"74500","PARTICIPATES_GpBP"
"74501","EXPRESSES_AeG"
"74502","EXPRESSES_AeG"
"74503","PARTICIPATES_GpPW"
"74504","PARTICIPATES_GpBP"
"74505","EXPRESSES_AeG"
"74506","PARTICIPATES_GpPW"
"74507","EXPRESSES_AeG"
"74508","PARTICIPATES_GpBP"
"74509","EXPRESSES_AeG"
"74510","PARTICIPATES_GpPW"
"74511","PARTICIPATES_GpBP"
"74512","EXPRESSES_AeG"
"74513","PARTICIPATES_GpPW"
"74514","PARTICIPATES_GpBP"
"74515","EXPRESSES_AeG"
"74516","PARTICIPATES_GpPW"
"74517","PARTICIPATES_GpBP"
"74518","EXPRESSES_AeG"
"74519","PARTICIPATES_GpBP"
"74520","EXPRESSES_AeG"
"74521","PARTICIPATES_GpBP"
"74522","EXPRESSES_AeG"
"74523","EXPRESSES_AeG"
"74524","PARTICIPATES_GpBP"
"74525","EXPRESSES_AeG"
"74526","PARTICIPATES_GpPW"
"74527","PARTICIPATES_GpBP"
"74528","EXPRESSES_AeG"
"74529","PARTICIPATES_GpBP"
"74530","EXPRESSES_AeG"
"74531","PARTICIPATES_GpBP"
"74532","EXPRESSES_AeG"
"74533","PARTICIPATES_GpPW"
"74534","PARTICIPATES_GpBP"
"74535","EXPRESSES_AeG"
"74536","PARTICIPATES_GpBP"
"74537","EXPRESSES_AeG"
"74538","PARTICIPATES_GpPW"
"74539","PARTICIPATES_GpBP"
"74540","EXPRESSES_AeG"
"74541","PARTICIPATES_GpPW"
"74542","PARTICIPATES_GpBP"
"74543","EXPRESSES_AeG"
"74544","PARTICIPATES_GpPW"
"74545","PARTICIPATES_GpBP"
"74546","EXPRESSES_AeG"
"74547","PARTICIPATES_GpPW"
"74548","PARTICIPATES_GpBP"
"74549","EXPRESSES_AeG"
"74550","PARTICIPATES_GpBP"
"74551","EXPRESSES_AeG"
"74552","PARTICIPATES_GpBP"
"74553","EXPRESSES_AeG"
"74554","EXPRESSES_AeG"
"74555","PARTICIPATES_GpPW"
"74556","PARTICIPATES_GpBP"
"74557","EXPRESSES_AeG"
"74558","PARTICIPATES_GpPW"
"74559","PARTICIPATES_GpBP"
"74560","EXPRESSES_AeG"
"74561","PARTICIPATES_GpPW"
"74562","PARTICIPATES_GpBP"
"74563","EXPRESSES_AeG"
"74564","PARTICIPATES_GpBP"
"74565","EXPRESSES_AeG"
"74566","PARTICIPATES_GpPW"
"74567","PARTICIPATES_GpBP"
"74568","EXPRESSES_AeG"
"74569","PARTICIPATES_GpBP"
"74570","EXPRESSES_AeG"
"74571","PARTICIPATES_GpPW"
"74572","PARTICIPATES_GpBP"
"74573","EXPRESSES_AeG"
"74574","PARTICIPATES_GpBP"
"74575","EXPRESSES_AeG"
"74576","PARTICIPATES_GpPW"
"74577","EXPRESSES_AeG"
"74578","PARTICIPATES_GpPW"
"74579","PARTICIPATES_GpBP"
"74580","EXPRESSES_AeG"
"74581","EXPRESSES_AeG"
"74582","PARTICIPATES_GpPW"
"74583","PARTICIPATES_GpBP"
"74584","EXPRESSES_AeG"
"74585","EXPRESSES_AeG"
"74586","PARTICIPATES_GpPW"
"74587","PARTICIPATES_GpBP"
"74588","EXPRESSES_AeG"
"74589","PARTICIPATES_GpBP"
"74590","EXPRESSES_AeG"
"74591","PARTICIPATES_GpBP"
"74592","EXPRESSES_AeG"
"74593","PARTICIPATES_GpPW"
"74594","PARTICIPATES_GpBP"
"74595","EXPRESSES_AeG"
"74596","PARTICIPATES_GpPW"
"74597","PARTICIPATES_GpBP"
"74598","EXPRESSES_AeG"
"74599","PARTICIPATES_GpBP"
"74600","EXPRESSES_AeG"
"74601","PARTICIPATES_GpPW"
"74602","PARTICIPATES_GpBP"
"74603","EXPRESSES_AeG"
"74604","PARTICIPATES_GpBP"
"74605","EXPRESSES_AeG"
"74606","PARTICIPATES_GpPW"
"74607","PARTICIPATES_GpBP"
"74608","EXPRESSES_AeG"
"74609","PARTICIPATES_GpBP"
"74610","EXPRESSES_AeG"
"74611","EXPRESSES_AeG"
"74612","PARTICIPATES_GpBP"
"74613","EXPRESSES_AeG"
"74614","PARTICIPATES_GpPW"
"74615","PARTICIPATES_GpBP"
"74616","EXPRESSES_AeG"
"74617","PARTICIPATES_GpPW"
"74618","PARTICIPATES_GpBP"
"74619","EXPRESSES_AeG"
"74620","PARTICIPATES_GpBP"
"74621","EXPRESSES_AeG"
"74622","PARTICIPATES_GpPW"
"74623","PARTICIPATES_GpBP"
"74624","EXPRESSES_AeG"
"74625","PARTICIPATES_GpPW"
"74626","PARTICIPATES_GpBP"
"74627","EXPRESSES_AeG"
"74628","PARTICIPATES_GpPW"
"74629","EXPRESSES_AeG"
"74630","EXPRESSES_AeG"
"74631","PARTICIPATES_GpPW"
"74632","PARTICIPATES_GpBP"
"74633","EXPRESSES_AeG"
"74634","PARTICIPATES_GpBP"
"74635","EXPRESSES_AeG"
"74636","PARTICIPATES_GpBP"
"74637","EXPRESSES_AeG"
"74638","PARTICIPATES_GpBP"
"74639","EXPRESSES_AeG"
"74640","PARTICIPATES_GpBP"
"74641","EXPRESSES_AeG"
"74642","PARTICIPATES_GpBP"
"74643","EXPRESSES_AeG"
"74644","PARTICIPATES_GpPW"
"74645","PARTICIPATES_GpBP"
"74646","EXPRESSES_AeG"
"74647","EXPRESSES_AeG"
"74648","PARTICIPATES_GpPW"
"74649","PARTICIPATES_GpBP"
"74650","EXPRESSES_AeG"
"74651","EXPRESSES_AeG"
"74652","EXPRESSES_AeG"
"74653","EXPRESSES_AeG"
"74654","PARTICIPATES_GpPW"
"74655","PARTICIPATES_GpBP"
"74656","EXPRESSES_AeG"
"74657","PARTICIPATES_GpPW"
"74658","PARTICIPATES_GpBP"
"74659","EXPRESSES_AeG"
"74660","PARTICIPATES_GpPW"
"74661","PARTICIPATES_GpBP"
"74662","EXPRESSES_AeG"
"74663","PARTICIPATES_GpBP"
"74664","EXPRESSES_AeG"
"74665","PARTICIPATES_GpPW"
"74666","PARTICIPATES_GpBP"
"74667","EXPRESSES_AeG"
"74668","PARTICIPATES_GpBP"
"74669","EXPRESSES_AeG"
"74670","PARTICIPATES_GpPW"
"74671","PARTICIPATES_GpBP"
"74672","EXPRESSES_AeG"
"74673","PARTICIPATES_GpBP"
"74674","EXPRESSES_AeG"
"74675","PARTICIPATES_GpBP"
"74676","EXPRESSES_AeG"
"74677","PARTICIPATES_GpPW"
"74678","PARTICIPATES_GpBP"
"74679","EXPRESSES_AeG"
"74680","PARTICIPATES_GpPW"
"74681","PARTICIPATES_GpBP"
"74682","EXPRESSES_AeG"
"74683","PARTICIPATES_GpPW"
"74684","PARTICIPATES_GpBP"
"74685","EXPRESSES_AeG"
"74686","PARTICIPATES_GpPW"
"74687","PARTICIPATES_GpBP"
"74688","EXPRESSES_AeG"
"74689","EXPRESSES_AeG"
"74690","PARTICIPATES_GpPW"
"74691","PARTICIPATES_GpBP"
"74692","EXPRESSES_AeG"
"74693","PARTICIPATES_GpBP"
"74694","EXPRESSES_AeG"
"74695","PARTICIPATES_GpBP"
"74696","EXPRESSES_AeG"
"74697","PARTICIPATES_GpPW"
"74698","PARTICIPATES_GpBP"
"74699","EXPRESSES_AeG"
"74700","PARTICIPATES_GpPW"
"74701","PARTICIPATES_GpBP"
"74702","EXPRESSES_AeG"
"74703","PARTICIPATES_GpBP"
"74704","EXPRESSES_AeG"
"74705","EXPRESSES_AeG"
"74706","PARTICIPATES_GpPW"
"74707","EXPRESSES_AeG"
"74708","PARTICIPATES_GpPW"
"74709","PARTICIPATES_GpBP"
"74710","EXPRESSES_AeG"
"74711","PARTICIPATES_GpPW"
"74712","PARTICIPATES_GpBP"
"74713","EXPRESSES_AeG"
"74714","PARTICIPATES_GpPW"
"74715","PARTICIPATES_GpBP"
"74716","EXPRESSES_AeG"
"74717","PARTICIPATES_GpBP"
"74718","EXPRESSES_AeG"
"74719","PARTICIPATES_GpPW"
"74720","PARTICIPATES_GpBP"
"74721","EXPRESSES_AeG"
"74722","PARTICIPATES_GpPW"
"74723","EXPRESSES_AeG"
"74724","PARTICIPATES_GpPW"
"74725","PARTICIPATES_GpBP"
"74726","EXPRESSES_AeG"
"74727","PARTICIPATES_GpBP"
"74728","EXPRESSES_AeG"
"74729","PARTICIPATES_GpPW"
"74730","PARTICIPATES_GpBP"
"74731","EXPRESSES_AeG"
"74732","PARTICIPATES_GpPW"
"74733","PARTICIPATES_GpBP"
"74734","EXPRESSES_AeG"
"74735","EXPRESSES_AeG"
"74736","PARTICIPATES_GpPW"
"74737","PARTICIPATES_GpBP"
"74738","EXPRESSES_AeG"
"74739","PARTICIPATES_GpBP"
"74740","EXPRESSES_AeG"
"74741","PARTICIPATES_GpBP"
"74742","EXPRESSES_AeG"
"74743","PARTICIPATES_GpPW"
"74744","PARTICIPATES_GpBP"
"74745","EXPRESSES_AeG"
"74746","PARTICIPATES_GpPW"
"74747","PARTICIPATES_GpBP"
"74748","EXPRESSES_AeG"
"74749","PARTICIPATES_GpPW"
"74750","PARTICIPATES_GpBP"
"74751","EXPRESSES_AeG"
"74752","PARTICIPATES_GpPW"
"74753","PARTICIPATES_GpBP"
"74754","EXPRESSES_AeG"
"74755","PARTICIPATES_GpBP"
"74756","EXPRESSES_AeG"
"74757","PARTICIPATES_GpPW"
"74758","PARTICIPATES_GpBP"
"74759","EXPRESSES_AeG"
"74760","PARTICIPATES_GpPW"
"74761","PARTICIPATES_GpBP"
"74762","EXPRESSES_AeG"
"74763","PARTICIPATES_GpBP"
"74764","EXPRESSES_AeG"
"74765","PARTICIPATES_GpPW"
"74766","PARTICIPATES_GpBP"
"74767","EXPRESSES_AeG"
"74768","PARTICIPATES_GpBP"
"74769","EXPRESSES_AeG"
"74770","PARTICIPATES_GpPW"
"74771","PARTICIPATES_GpBP"
"74772","EXPRESSES_AeG"
"74773","PARTICIPATES_GpBP"
"74774","EXPRESSES_AeG"
"74775","PARTICIPATES_GpBP"
"74776","EXPRESSES_AeG"
"74777","PARTICIPATES_GpBP"
"74778","EXPRESSES_AeG"
"74779","PARTICIPATES_GpBP"
"74780","EXPRESSES_AeG"
"74781","EXPRESSES_AeG"
"74782","EXPRESSES_AeG"
"74783","EXPRESSES_AeG"
"74784","PARTICIPATES_GpBP"
"74785","EXPRESSES_AeG"
"74786","EXPRESSES_AeG"
"74787","PARTICIPATES_GpPW"
"74788","PARTICIPATES_GpBP"
"74789","EXPRESSES_AeG"
"74790","PARTICIPATES_GpPW"
"74791","PARTICIPATES_GpBP"
"74792","EXPRESSES_AeG"
"74793","EXPRESSES_AeG"
"74794","PARTICIPATES_GpBP"
"74795","EXPRESSES_AeG"
"74796","PARTICIPATES_GpPW"
"74797","EXPRESSES_AeG"
"74798","PARTICIPATES_GpPW"
"74799","PARTICIPATES_GpBP"
"74800","EXPRESSES_AeG"
"74801","PARTICIPATES_GpPW"
"74802","PARTICIPATES_GpBP"
"74803","EXPRESSES_AeG"
"74804","PARTICIPATES_GpBP"
"74805","EXPRESSES_AeG"
"74806","PARTICIPATES_GpPW"
"74807","PARTICIPATES_GpBP"
"74808","EXPRESSES_AeG"
"74809","PARTICIPATES_GpBP"
"74810","EXPRESSES_AeG"
"74811","PARTICIPATES_GpBP"
"74812","EXPRESSES_AeG"
"74813","PARTICIPATES_GpPW"
"74814","PARTICIPATES_GpBP"
"74815","EXPRESSES_AeG"
"74816","PARTICIPATES_GpPW"
"74817","PARTICIPATES_GpBP"
"74818","EXPRESSES_AeG"
"74819","EXPRESSES_AeG"
"74820","EXPRESSES_AeG"
"74821","PARTICIPATES_GpBP"
"74822","EXPRESSES_AeG"
"74823","PARTICIPATES_GpPW"
"74824","PARTICIPATES_GpBP"
"74825","EXPRESSES_AeG"
"74826","PARTICIPATES_GpPW"
"74827","PARTICIPATES_GpBP"
"74828","EXPRESSES_AeG"
"74829","PARTICIPATES_GpPW"
"74830","PARTICIPATES_GpBP"
"74831","EXPRESSES_AeG"
"74832","PARTICIPATES_GpPW"
"74833","PARTICIPATES_GpBP"
